title,budget,release_year,runtime,vote_average,label
Summer Catch,34000000 ,2001,108,4.8,0
They,17000000 ,2002,89,4.6,0
Brooklyn's Finest,17000000 ,2009,133,6.2,0
55 Days at Peking,17000000 ,1963,154,6.3,0
Evil Dead,17000000 ,2013,91,6.4,0
My Life in Ruins,17000000 ,2009,95,5.6,0
American Dreamz,17000000 ,2006,107,4.9,0
Superman IV: The Quest for Peace,17000000 ,1987,90,4.1,0
Running Scared,17000000 ,2006,122,7,0
Shanghai Surprise,17000000 ,1986,97,2.9,0
The Illusionist,40000000 ,2006,110,7.1,1
Roar,17000000 ,1981,102,5.6,0
Veronica Guerin,17000000 ,2003,98,6.8,0
Escobar: Paradise Lost,17000000 ,2014,120,6.1,0
Southland Tales,17000000 ,2006,144,5.2,0
Dragon Hunters,15000000 ,2008,80,6.5,0
Damnation Alley,17000000 ,1977,91,5,0
The Apparition,17000000 ,2012,82,4.5,0
My Girl,16500000 ,1991,102,7,0
Fur: An Imaginary Portrait of Diane Arbus,16800000 ,2006,122,5.8,0
Wall Street,15000000 ,1987,126,7,0
Sense and Sensibility,16500000 ,1995,136,7.2,1
Becoming Jane,16500000 ,2007,120,6.9,0
Sydney White,16500000 ,2007,108,6,0
House of Sand and Fog,16500000 ,2003,126,7,0
Dead Poets Society,16400000 ,1989,129,8.1,1
Dumb and Dumber,16000000 ,1994,107,6.5,0
When Harry Met Sally...,16000000 ,1989,96,7.3,1
The Verdict,16000000 ,1982,129,7.4,1
Road Trip,16000000 ,2000,93,5.9,0
The Artist,15000000 ,2011,100,7.3,1
The Unborn,16000000 ,2009,87,4.8,0
Moonrise Kingdom,16000000 ,2012,94,7.6,1
The Texas Chainsaw Massacre: The Beginning,16000000 ,2006,91,5.9,0
The Young Messiah,18500000 ,2016,120,6.4,0
Pan's Labyrinth,19000000 ,2006,118,7.6,1
Baby Boy,16000000 ,2001,130,7.4,1
The Roommate,16000000 ,2011,91,5.3,0
Joe Dirt,17700000 ,2001,91,5.5,0
Double Impact,15000000 ,1991,110,5.3,0
Hot Fuzz,12000000 ,2007,121,7.4,1
The Women,16000000 ,2008,114,4.6,0
Vicky Cristina Barcelona,15000000 ,2008,96,6.7,0
Arn: The Knight Templar,25000000 ,2007,139,6.4,0
Boys and Girls,16000000 ,2000,94,5.4,0
Jennifer's Body,16000000 ,2009,100,5.3,0
Drowning Mona,16000000 ,2000,96,5.4,0
Radio Days,16000000 ,1987,90,7,0
Remember Me,20000000 ,2010,113,6.9,0
My Stepmother is an Alien,20000000 ,1988,108,5.3,0
Philadelphia,26000000 ,1993,125,7.6,1
The Thirteenth Floor,16000000 ,1999,100,6.8,0
The Cookout,16000000 ,2004,97,4.6,0
Hollywood Ending,16000000 ,2002,112,6.4,0
Detroit Rock City,6500000 ,1999,95,6.7,0
Highlander,16000000 ,1986,116,6.8,0
Things We Lost in the Fire,16000000 ,2007,113,6.7,0
Steel,16000000 ,1997,97,4.3,0
The Immigrant,16000000 ,2013,117,6.2,0
Trance,20000000 ,2013,101,6.5,0
Soul Plane,16000000 ,2004,86,4.7,0
Welcome to the Sticks,11000000 ,2008,106,6.8,0
Enter the Void,13000000 ,2009,161,7.2,1
Vamps,16000000 ,2012,93,4.8,0
Hachi: A Dog's Tale,16000000 ,2009,93,7.7,1
Zulu,16000000 ,2013,110,6.7,0
The Homesman,16000000 ,2014,122,6.4,0
Juwanna Mann,15600000 ,2002,91,4.2,0
Slow Burn,15500000 ,2005,93,5.5,0
Wasabi,15300000 ,2001,94,6.2,0
Slither,15500000 ,2006,95,6.3,0
Beverly Hills Cop,15000000 ,1984,105,6.8,0
Home Alone,18000000 ,1990,103,7.1,1
Tootsie,21000000 ,1982,116,6.9,0
Top Gun,15000000 ,1986,110,6.7,0
"Crouching Tiger, Hidden Dragon",17000000 ,2000,120,7.2,1
American Beauty,15000000 ,1999,122,7.9,1
The King's Speech,15000000 ,2010,118,7.6,1
Twins,15000000 ,1988,107,5.7,0
The Yellow Handkerchief,15000000 ,2008,102,6.4,0
The Color Purple,15000000 ,1985,154,7.7,1
Tidal Wave,16000000 ,2009,120,6.5,0
The Imitation Game,14000000 ,2014,113,8,1
Coal Miner's Daughter,15000000 ,1980,125,7.2,1
Diary of a Wimpy Kid,15000000 ,2010,92,5.9,0
Mama,15000000 ,2013,100,6,0
National Lampoon's Vacation,15000000 ,1983,98,7.1,1
Bad Grandpa,15000000 ,2013,92,6,0
The Queen,15000000 ,2006,103,6.8,0
Beetlejuice,15000000 ,1988,92,7.1,1
Why Did I Get Married?,15000000 ,2007,113,6.1,0
Little Women,18000000 ,1994,115,7,0
The Woman in Black,17000000 ,2012,95,6.1,0
When a Stranger Calls,15000000 ,2006,87,5.4,0
Big Fat Liar,15000000 ,2002,88,5.6,0
The Deer Hunter,15000000 ,1978,183,7.8,1
Wag the Dog,15000000 ,1997,97,6.7,0
The Lizzie McGuire Movie,17000000 ,2003,94,5.7,0
Snitch,35000000 ,2013,112,5.8,0
Krampus,15000000 ,2015,98,5.9,0
The Faculty,15000000 ,1998,104,6.2,0
Cop Land,15000000 ,1997,104,6.6,0
Not Another Teen Movie,16000000 ,2001,89,5.5,0
End of Watch,7000000 ,2012,109,7.2,1
The Skulls,15000000 ,2000,106,5.8,0
The Theory of Everything,15000000 ,2014,123,7.8,1
Where the Heart Is,15000000 ,2000,120,6.9,0
Lawrence of Arabia,15000000 ,1962,216,7.8,1
Halloween II,15000000 ,2009,105,5.1,0
Wild,15000000 ,2014,115,7,0
The Last House on the Left,15000000 ,2009,110,6.2,0
The Wedding Date,15000000 ,2005,88,6.2,0
Halloween: Resurrection,13000000 ,2002,94,4.5,0
The Princess Bride,16000000 ,1987,98,7.6,1
The Great Debaters,15000000 ,2007,126,6.9,0
Drive,15000000 ,2011,100,7.4,1
Confessions of a Teenage Drama Queen,15000000 ,2004,89,5.1,0
The Object of My Affection,15000000 ,1998,111,5.6,0
28 Weeks Later,15000000 ,2007,100,6.5,0
When the Game Stands Tall,15000000 ,2014,115,6.3,0
Because of Winn-Dixie,14000000 ,2005,106,6.1,0
Love & Basketball,20000000 ,2000,124,7.4,1
All About Steve,15000000 ,2009,99,4.7,0
The Craft,15000000 ,1996,101,6.3,0
Match Point,15000000 ,2005,124,7.3,1
The Remains of the Day,11500000 ,1993,134,7.5,1
Boogie Nights,15000000 ,1997,155,7.5,1
Flicka,15000000 ,2006,95,6.1,0
The Hills Have Eyes 2,15000000 ,2007,89,5.2,0
Urban Legends: Final Cut,14000000 ,2000,97,4.4,0
The Marine,20000000 ,2006,92,5,0
Keanu,15000000 ,2016,94,6,0
Country Strong,15000000 ,2010,117,5.9,0
Disturbing Behavior,15000000 ,1998,84,5.5,0
The Place Beyond the Pines,15000000 ,2013,140,6.8,0
The November Man,15000000 ,2014,108,6,0
Eye of the Beholder,15000000 ,1999,109,5.3,0
The Hurt Locker,15000000 ,2008,131,7.2,1
Firestarter,15000000 ,1984,114,5.9,0
Killing Them Softly,15000000 ,2012,97,5.8,0
A Most Wanted Man,15000000 ,2014,121,6.5,0
U2 3D,15000000 ,2007,85,6.7,0
Highlander: Endgame,25000000 ,2000,87,4.4,0
One Day,15000000 ,2011,107,7,0
Whip It,15000000 ,2009,111,6.7,0
Knockaround Guys,15000000 ,2001,92,5.9,0
De-Lovely,20000000 ,2004,125,6.3,0
New York Stories,15000000 ,1989,124,6.2,0
The Man with the Iron Fists,15000000 ,2012,96,5.2,0
Home Fries,15000000 ,1998,93,4.8,0
Brazil,15000000 ,1985,132,7.5,1
Raise Your Voice,15000000 ,2004,103,6,0
The Big Lebowski,15000000 ,1998,117,7.8,1
Black Snake Moan,15000000 ,2006,116,6.6,0
Dark Blue,15000000 ,2002,118,6.5,0
A Mighty Heart,16000000 ,2007,100,6.7,0
Whatever It Takes,15000000 ,2000,94,5,0
Boat Trip,20000000 ,2002,94,4.7,0
In Bruges,15000000 ,2008,107,7.4,1
The Rocker,15000000 ,2008,102,5.6,0
Post Grad,15000000 ,2009,89,5,0
Promised Land,15000000 ,2012,106,6,0
Whatever Works,15000000 ,2009,92,6.8,0
The In Crowd,15000000 ,2000,105,4.7,0
The Three Burials of Melquiades Estrada,15000000 ,2005,121,7,0
Kiss Kiss Bang Bang,15000000 ,2005,103,7.2,1
Idle Hands,25000000 ,1999,92,6.1,0
Mulholland Drive,15000000 ,2001,147,7.6,1
You Will Meet a Tall Dark Stranger,22000000 ,2010,98,5.8,0
Never Let Me Go,15000000 ,2010,104,6.8,0
Transsiberian,15000000 ,2008,111,6.5,0
The Clan of the Cave Bear,15000000 ,1986,98,4.8,0
Funny Games,15000000 ,2007,112,6.3,0
Metropolis,92620000 ,1927,153,8,1
District B13,12000000 ,2004,84,6.5,0
Buffalo Soldiers,15000000 ,2001,98,6.5,0
Ong Bak 2,8500000 ,2008,98,6,0
Centurion,12000000 ,2010,97,5.9,0
Silent Trigger,15000000 ,1996,93,5,0
The Midnight Meat Train,15000000 ,2008,98,6,0
Winnie Mandela,15000000 ,2011,107,5.2,0
The Son of No One,15000000 ,2011,90,4.8,0
All The Queen's Men,15000000 ,2001,99,6.1,0
The Good Night,15000000 ,2007,93,5.7,0
Khumba,20000000 ,2013,85,5.8,0
Automata,7000000 ,2014,110,5.6,0
Shinjuku Incident,15000000 ,2009,119,6.7,0
Groundhog Day,14600000 ,1993,101,7.4,1
Magic Mike XXL,14800000 ,2015,115,6.3,0
Romeo + Juliet,14500000 ,1996,120,6.7,0
Sarah's Key,10000000 ,2010,111,7.2,1
Freedom,14500000 ,2014,98,5.8,0
Unforgiven,14000000 ,1992,131,7.7,1
Manderlay,14200000 ,2005,139,6.9,0
Slumdog Millionaire,15000000 ,2008,120,7.6,1
Fatal Attraction,14000000 ,1987,119,6.6,0
Pretty Woman,14000000 ,1990,119,7,0
Born on the Fourth of July,14000000 ,1989,145,6.7,0
Cool Runnings,14000000 ,1993,98,6.8,0
My Bloody Valentine,15000000 ,2009,101,5.3,0
Stomp the Yard,13000000 ,2007,114,6.1,0
The Spy Who Loved Me,14000000 ,1977,125,6.6,0
Urban Legend,14000000 ,1998,99,5.6,0
White Fang,14000000 ,1991,107,6.5,0
The Iron Lady,13000000 ,2011,105,6.2,0
Poetic Justice,14000000 ,1993,109,6.9,0
All About the Benjamins,14000000 ,2002,95,5.8,0
Vampire in Brooklyn,14000000 ,1995,100,4.5,0
Exorcist II: The Heretic,14000000 ,1977,118,4.5,0
My Boss's Daughter,14000000 ,2003,83,4.4,0
A Perfect Getaway,14000000 ,2009,98,6.2,0
Our Family Wedding,14000000 ,2010,103,5.7,0
Tea with Mussolini,12000000 ,1999,117,5.8,0
I Think I Love My Wife,11000000 ,2007,90,5,0
Jason X,11000000 ,2001,91,4.5,0
Head Over Heels,14000000 ,2001,86,5.3,0
Fun Size,14000000 ,2012,87,5.5,0
The Diving Bell and the Butterfly,14000000 ,2007,112,7.4,1
Little Children,26000000 ,2006,136,6.9,0
Gossip,14000000 ,2000,90,5.5,0
A Walk on the Moon,14000000 ,1999,107,6.2,0
Jefferson in Paris,14000000 ,1995,139,5.2,0
Reign of Assassins,12000000 ,2010,117,6.7,0
Margaret,14000000 ,2011,149,6.1,0
Flipped,14000000 ,2010,89,7.4,1
Brokeback Mountain,14000000 ,2005,134,7.5,1
Clueless,12000000 ,1995,97,6.9,0
Far from Heaven,13500000 ,2002,107,6.9,0
Hot Tub Time Machine 2,14000000 ,2015,93,5,0
Quills,13500000 ,2000,124,6.8,0
Seven Psychopaths,15000000 ,2012,110,6.7,0
Downfall,18339750 ,2004,156,7.7,1
The Sea Inside,12806000 ,2004,125,7.2,1
Under the Skin,13300000 ,2014,108,6,0
"Good Morning, Vietnam",13000000 ,1987,121,7.1,1
The Last Godfather,13400000 ,2010,100,4.7,0
Justin Bieber: Never Say Never,13000000 ,2011,105,4.8,0
Black Swan,13000000 ,2010,108,7.3,1
The Godfather: Part II,13000000 ,1974,200,8.3,1
Save the Last Dance,13000000 ,2001,112,6.3,0
A Nightmare on Elm Street 4: The Dream Master,7000000 ,1988,99,5.8,0
Miracles from Heaven,16000000 ,2016,117,6.7,0
"Dude, Where? My Car?",13000000 ,2000,83,5.2,0
Young Guns,13000000 ,1988,107,6.6,0
St. Vincent,13000000 ,2014,102,7.1,1
About Last Night,12500000 ,2014,100,6,0
10 Things I Hate About You,16000000 ,1999,97,7.3,1
The New Guy,13000000 ,2002,88,5.7,0
The Shallows,17000000 ,2016,86,6.2,0
The Butterfly Effect,13000000 ,2004,113,7.3,1
This Christmas,13000000 ,2007,117,7.1,1
Baby Geniuses,12000000 ,1999,97,3.3,0
The Big Hit,13000000 ,1998,91,6.1,0
Harriet the Spy,12000000 ,1996,100,5.7,0
Child's Play 2,13000000 ,1990,84,5.8,0
No Good Deed,13200000 ,2014,83,5.6,0
The Mist,18000000 ,2007,126,6.7,0
Ex Machina,15000000 ,2015,108,7.6,1
Being John Malkovich,13000000 ,1999,112,7.3,1
Two Can Play That Game,6000000 ,2001,90,6.6,0
Earth to Echo,13000000 ,2014,89,5.7,0
Crazy/Beautiful,13000000 ,2001,99,6.6,0
Letters from Iwo Jima,19000000 ,2006,141,7.2,1
The Astronaut Farmer,13000000 ,2006,104,6.2,0
Woo,13000000 ,1998,84,5.5,0
Room,6000000 ,2015,117,8.1,1
Serial Mom,13000000 ,1994,95,6.4,0
Dick,13000000 ,1999,94,5.7,0
Birthday Girl,13000000 ,2001,93,6.1,0
21 & Over,13000000 ,2013,93,5.7,0
"Paris, je t'aime",13000000 ,2006,120,6.8,0
Admission,13000000 ,2013,107,5.4,0
Chloe,15000000 ,2009,96,5.9,0
Faithful,13000000 ,1996,91,4.8,0
Find Me Guilty,13000000 ,2006,125,6.5,0
The Perks of Being a Wallflower,13000000 ,2012,102,7.7,1
Excessive Force,3000000 ,1993,87,4.5,0
Infamous,13000000 ,2006,110,6.4,0
The Vatican Tapes,13000000 ,2015,91,4.6,0
Attack the Block,14350531 ,2011,88,6.3,0
In the Land of Blood and Honey,10000000 ,2011,127,5.8,0
The Call,13000000 ,2013,94,6.6,0
I Love You Phillip Morris,13000000 ,2009,98,6.4,0
Quest for Fire,12000000 ,1981,100,7.1,1
Antwone Fisher,12500000 ,2002,120,6.7,0
True Romance,12500000 ,1993,120,7.5,1
Womb,3100000 ,2010,111,5.9,0
Glengarry Glen Ross,12500000 ,1992,100,7.5,1
The Killer Inside Me,13000000 ,2010,109,6,0
Sorority Row,12500000 ,2009,101,5.4,0
Lars and the Real Girl,12000000 ,2007,106,7.1,1
The Boy in the Striped Pyjamas,12500000 ,2008,94,7.7,1
Dancer in the Dark,12800000 ,2000,140,7.6,1
The Funeral,12500000 ,1996,99,7.3,1
Solitary Man,15000000 ,2009,90,5.8,0
Machete,20000000 ,2010,105,6.3,0
Casino Jack,12500000 ,2010,108,6,0
The Land Before Time,12300000 ,1988,69,7,0
The Perfect Game,12500000 ,2010,118,6.3,0
The Exorcist,8000000 ,1973,122,7.5,1
Jaws,7000000 ,1975,124,7.5,1
American Pie,11000000 ,1999,95,6.4,0
Ernest & Celestine,12516654 ,2012,78,7.6,1
The Golden Child,25000000 ,1986,94,5.6,0
Think Like a Man,12000000 ,2012,122,6.9,0
Barbershop,12000000 ,2002,102,6.2,0
Star Trek II: The Wrath of Khan,12000000 ,1982,113,7.3,1
Ace Ventura: Pet Detective,15000000 ,1994,86,6.4,0
WarGames,12000000 ,1983,114,7,0
Witness,12000000 ,1985,113,7,0
Act of Valor,12000000 ,2012,110,6.3,0
Step Up,12000000 ,2006,104,6.7,0
Beavis and Butt-Head Do America,12000000 ,1996,81,6.5,0
Jackie Brown,12000000 ,1997,154,7.3,1
Harold & Kumar Escape from Guantanamo Bay,12000000 ,2008,107,6.2,0
Chronicle,15000000 ,2012,84,6.6,0
Yentl,12000000 ,1983,132,6.2,0
Time Bandits,5000000 ,1981,116,6.6,0
Crossroads,12000000 ,2002,93,4.7,0
Project X,12000000 ,2012,88,6.5,0
Patton,12000000 ,1970,172,7.3,1
One Hour Photo,12000000 ,2002,96,6.6,0
Quarantine,12000000 ,2008,89,5.5,0
The Eye,12000000 ,2008,98,5.5,0
Johnson Family Vacation,12000000 ,2004,97,4.7,0
How High,12000000 ,2001,93,6.3,0
Frida,12000000 ,2002,123,7.3,1
Katy Perry: Part of Me,12000000 ,2012,93,6.5,0
The Fault in Our Stars,12000000 ,2014,125,7.6,1
Rounders,12000000 ,1998,121,6.9,0
Prophecy,12000000 ,1979,102,5.4,0
Stir of Echoes,12000000 ,1999,99,6.5,0
Philomena,12000000 ,2013,98,7.4,1
Aquamarine,12000000 ,2006,104,5.8,0
Paper Towns,12000000 ,2015,109,6.1,0
Nebraska,12000000 ,2013,115,7.4,1
Max Keeble's Big Move,12000000 ,2001,86,5.4,0
Young Adult,12000000 ,2011,94,5.6,0
Crank,12000000 ,2006,88,6.6,0
Living Out Loud,12000000 ,1998,100,5.3,0
The Postman Always Rings Twice,12000000 ,1981,122,6.4,0
Das Boot,14000000 ,1981,149,7.9,1
Sorority Boys,12000000 ,2002,93,4.6,0
Arbitrage,12000000 ,2012,100,6.1,0
Project Almanac,12000000 ,2015,106,6.4,0
Cadillac Records,12000000 ,2008,109,6.9,0
Fortress,8000000 ,1992,95,5.7,0
For Your Consideration,12000000 ,2006,86,5.9,0
Running with Scissors,12000000 ,2006,116,5.8,0
From Justin to Kelly,12000000 ,2003,90,3,0
Girl 6,12000000 ,1996,108,5.7,0
In the Cut,12000000 ,2003,119,4.6,0
Two Lovers,12000000 ,2008,110,6.6,0
The Host,11000000 ,2006,119,6.7,0
Ravenous,12000000 ,1999,100,6.9,0
Charlie Bartlett,12000000 ,2008,97,6.5,0
The Great Beauty,12400000 ,2013,142,7.3,1
Stoker,12000000 ,2013,99,6.5,0
Married Life,12000000 ,2007,90,6.1,0
Duma,12000000 ,2005,100,6.9,0
Ondine,12000000 ,2009,111,6.5,0
Brother,12000000 ,2000,114,6.8,0
Welcome to Collinwood,1200000 ,2002,86,6.2,0
The Life Before Her Eyes,8000000 ,2007,90,6.1,0
Trade,12000000 ,2007,120,6.8,0
Breakfast of Champions,12000000 ,1999,110,5.2,0
Cypher,7500000 ,2002,95,6.7,0
City of Life and Death,12000000 ,2009,132,7.6,1
Legend of a Rabbit,19000000 ,2011,89,3,0
Space Battleship Yamato,12000000 ,2010,131,6.3,0
5 Days of War,20000000 ,2011,113,5.8,0
Triangle,12000000 ,2009,99,6.9,0
10 Days in a Madhouse,1200000 ,2015,111,4.3,0
Heaven is for Real,12000000 ,2014,99,6,0
Snatch,10000000 ,2000,103,7.7,1
Pet Sematary,11500000 ,1989,103,6.4,0
The Cry of the Owl,11500000 ,2009,101,5.5,0
Gremlins,11000000 ,1984,106,6.9,0
Star Wars,11000000 ,1977,121,8.1,1
Dirty Grandpa,11500000 ,2016,102,5.7,0
Doctor Zhivago,11000000 ,1965,197,7.4,1
The Fighter,25000000 ,2010,116,7.2,1
Jackass Number Two,11000000 ,2006,95,6.4,0
My Cousin Vinny,11000000 ,1992,120,7.3,1
If I Stay,11000000 ,2014,106,7.3,1
Drive Hard,12000000 ,2014,96,3.9,0
Major League,11000000 ,1989,107,6.6,0
Phone Booth,13000000 ,2002,81,6.7,0
A Walk to Remember,11000000 ,2002,101,7.5,1
Dead Man Walking,11000000 ,1995,122,7.3,1
Cruel Intentions,10500000 ,1999,97,6.6,0
Saw VI,11000000 ,2009,90,6,0
History of the World: Part I,11000000 ,1981,92,6.5,0
The Secret Life of Bees,11000000 ,2008,114,7.4,1
Corky Romano,11000000 ,2001,86,4.1,0
Raising Cain,12000000 ,1992,91,5.9,0
Invaders from Mars,12000000 ,1986,100,5.5,0
Brooklyn,11000000 ,2015,111,7.2,1
Barry Lyndon,11000000 ,1975,184,7.7,1
Out Cold,24000000 ,2001,89,5.8,0
The Ladies Man,24000000 ,2000,84,5.7,0
Quartet,11000000 ,2012,98,6.3,0
Tomcats,11000000 ,2001,95,4.9,0
Frailty,11000000 ,2001,100,7,0
Woman in Gold,11000000 ,2015,120,7.3,1
Army of Darkness,11000000 ,1992,81,7.3,1
Slackers,14000000 ,2002,86,5.4,0
What's Eating Gilbert Grape,11000000 ,1993,118,7.5,1
The Visual Bible: The Gospel of John,10000000 ,2003,125,8.2,1
Vera Drake,11000000 ,2004,125,6.8,0
The Perez Family,11000000 ,1995,113,6.6,0
Inside Llewyn Davis,11000000 ,2013,105,7.2,1
Return to the Blue Lagoon,11000000 ,1991,98,5.1,0
The Molly Maguires,11000000 ,1970,124,5.9,0
Copying Beethoven,11000000 ,2006,104,6.2,0
Saw V,10800000 ,2008,92,5.9,0
LOL,11000000 ,2012,97,5.9,0
Kabhi Alvida Naa Kehna,7400000 ,2006,193,6.1,0
An Ideal Husband,14000000 ,1999,97,6.3,0
2001: A Space Odyssey,10500000 ,1968,149,7.9,1
E.T. the Extra-Terrestrial,10500000 ,1982,115,7.3,1
In the Land of Women,10000000 ,2007,97,5.8,0
There Goes My Baby,10500000 ,1994,99,8.5,1
September Dawn,11000000 ,2007,110,5,0
For Greater Glory - The True Story of Cristiada,12000000 ,2012,145,6.4,0
The B矇lier Family,11000000 ,2014,105,7,0
Good Will Hunting,10000000 ,1997,126,7.9,1
Misconduct,11000000 ,2016,106,5.3,0
Saw III,10000000 ,2006,108,6.1,0
Stripes,10000000 ,1981,106,6.5,0
Bring It On,28000000 ,2000,98,5.8,0
The Purge: Election Year,10000000 ,2016,105,6.1,0
She's All That,10000000 ,1999,95,5.7,0
Saw IV,10000000 ,2007,93,5.9,0
White Noise,10000000 ,2005,101,5.6,0
Madea's Family Reunion,6000000 ,2006,110,6,0
The Color of Money,13800000 ,1986,119,6.7,0
The Longest Day,10000000 ,1962,178,7.2,1
The Mighty Ducks,10000000 ,1992,101,6.4,0
The Grudge,10000000 ,2004,92,5.8,0
Happy Gilmore,12000000 ,1996,92,6.5,0
Jeepers Creepers,10000000 ,2001,90,6.1,0
Bill & Ted's Excellent Adventure,10000000 ,1989,90,6.7,0
Oliver!,10000000 ,1968,153,7,0
The Best Exotic Marigold Hotel,10000000 ,2011,124,6.9,0
Recess: School's Out,10000000 ,2001,83,6.6,0
Mad Max Beyond Thunderdome,12305523 ,1985,107,5.9,0
Commando,10000000 ,1985,90,6.4,0
The Boy,10000000 ,2016,97,5.8,0
Devil,10000000 ,2010,80,5.8,0
Friday After Next,20000000 ,2002,85,6,0
Insidious: Chapter 3,10000000 ,2015,97,6.2,0
The Last Dragon,10000000 ,1985,108,6.4,0
The Lawnmower Man,10000000 ,1992,108,5.4,0
Nick and Norah's Infinite Playlist,9000000 ,2008,89,6.4,0
Dogma,10000000 ,1999,130,6.8,0
The Banger Sisters,10000000 ,2002,98,5.5,0
Twilight Zone: The Movie,10000000 ,1983,101,6.2,0
Road House,15000000 ,1989,114,6.3,0
A Low Down Dirty Shame,10000000 ,1994,100,6,0
Swimfan,8500000 ,2002,84,5,0
Employee of the Month,12000000 ,2006,103,5.3,0
Can't Hardly Wait,10000000 ,1998,100,6.1,0
The Outsiders,10000000 ,1983,91,6.9,0
Pete's Dragon,65000000 ,2016,102,6.2,0
The Dead Zone,10000000 ,1983,103,6.9,0
Sinister 2,10000000 ,2015,97,5.4,0
Sparkle,14000000 ,2012,116,5.8,0
The Fourth Kind,10000000 ,2009,98,5.8,0
A Prairie Home Companion,10000000 ,2006,105,6.4,0
Rushmore,9000000 ,1998,93,7.5,1
Skyline,10000000 ,2010,100,4.7,0
The Second Best Exotic Marigold Hotel,10000000 ,2015,122,6.3,0
Mo' Better Blues,10000000 ,1990,129,6.3,0
Tremors,11000000 ,1990,96,6.6,0
Wrong Turn,12600000 ,2003,84,6,0
The Long Riders,10000000 ,1980,99,6.6,0
The Corruptor,25000000 ,1999,110,6,0
Mud,10000000 ,2013,130,7,0
Reno 911!: Miami,10000000 ,2007,84,5.6,0
One Direction: This Is Us,10000000 ,2013,92,8,1
"The Goods: Live Hard, Sell Hard",10000000 ,2009,90,5.4,0
My Week with Marilyn,6400000 ,2011,99,6.6,0
The Matador,10000000 ,2005,96,6.2,0
Love Jones,10000000 ,1997,104,8.1,1
The Gift,5000000 ,2015,108,6.7,0
Get Over It,10000000 ,2001,87,5.5,0
Office Space,10000000 ,1999,89,7.4,1
Drop Dead Gorgeous,10000000 ,1999,98,6.4,0
Big Eyes,10000000 ,2014,105,6.8,0
Very Bad Things,30000000 ,1998,100,6.2,0
Body Double,10000000 ,1984,114,6.4,0
MacGruber,10000000 ,2010,90,5.1,0
Movie 43,6000000 ,2013,90,4.4,0
Over Her Dead Body,10000000 ,2008,95,5.3,0
Seeking a Friend for the End of the World,10000000 ,2012,101,6.3,0
American History X,20000000 ,1998,119,8.2,1
Teacher's Pet,10000000 ,2004,74,5.5,0
The Red Violin,18000000 ,1998,131,7.3,1
The Straight Story,10000000 ,1999,112,7.7,1
Bad Words,9500000 ,2013,88,6.4,0
"Run, Fatboy, Run",10000000 ,2007,100,6.2,0
Heartbeeps,10000000 ,1981,79,3.8,0
Black or White,9000000 ,2014,121,6.5,0
Rescue Dawn,10000000 ,2006,126,6.9,0
Danny Collins,10000000 ,2015,107,6.6,0
"Jeff, Who Lives at Home",10000000 ,2011,83,6.1,0
Romeo Is Bleeding,11500000 ,1993,100,5.7,0
The Limey,10000000 ,1999,89,6.6,0
Crash,6500000 ,2004,112,7.2,1
The House of Mirth,10000000 ,2000,140,6.4,0
Bucky Larson: Born to Be a Star,10000000 ,2011,97,4.4,0
The Forest,10000000 ,2016,95,4.8,0
Sphinx,14000000 ,1981,118,6,0
While We're Young,10000000 ,2015,97,5.8,0
A Better Life,10000000 ,2011,98,7,0
Gun Shy,10000000 ,2000,101,5.4,0
The Iceman,20000000 ,2012,105,6.4,0
Cecil B. Demented,10000000 ,2000,87,6.2,0
Killer Joe,10000000 ,2011,102,6.5,0
The Joneses,10000000 ,2009,96,6.1,0
My Blueberry Nights,10000000 ,2007,111,6,0
Swept Away,10000000 ,2002,89,4.8,0
"War, Inc.",5000000 ,2008,106,5.6,0
The Brown Bunny,10000000 ,2004,93,5.5,0
Coriolanus,7700000 ,2011,123,5.9,0
Imaginary Heroes,10000000 ,2004,111,6.3,0
World's Greatest Dad,10000000 ,2009,99,6.5,0
Edmond,10000000 ,2005,82,6,0
Cinco de Mayo: La Batalla,10000000 ,2013,125,5.8,0
Elsa & Fred,10000000 ,2014,104,6.2,0
"An Alan Smithee Film: Burn, Hollywood, Burn",10000000 ,1998,86,3,0
The Good Guy,3200000 ,2009,90,5.4,0
Strangerland,10000000 ,2015,111,5.1,0
Janky Promoters,10000000 ,2009,85,7,0
Blonde Ambition,10000000 ,2007,93,3.9,0
The Oxford Murders,14100000 ,2008,107,5.7,0
Beat the World,10000000 ,2011,91,4.3,0
Adam Resurrected,10000000 ,2008,106,6.4,0
The Devil's Tomb,10000000 ,2009,90,4,0
Gunless,10000000 ,2010,89,6.7,0
Adventureland,9500000 ,2009,107,6.4,0
The Lost City,9600000 ,2005,144,6,0
Next Friday,11000000 ,2000,98,6.4,0
American Heist,10000000 ,2014,94,4.3,0
You Only Live Twice,9500000 ,1967,117,6.5,0
Amour,8900000 ,2012,127,7.5,1
Poltergeist III,10500000 ,1988,98,4.5,0
Re-Kill,9500000 ,2015,87,4.9,0
"It's a Mad, Mad, Mad, Mad World",9400000 ,1963,163,7,0
Volver,12899867 ,2006,121,7.3,1
Heavy Metal,9300000 ,1981,90,6.2,0
Gentlemen Broncos,10000000 ,2009,89,6.2,0
Into the Grizzly Maze,10000000 ,2015,94,5.1,0
Melancholia,7400000 ,2011,136,7,0
Alien,11000000 ,1979,117,7.9,1
The Texas Chain Saw Massacre,85000 ,1974,83,7.2,1
